segment,anomaly,train,channel,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len
650,1,1,CADC0873,1,348,349,-3.353568890544413,126.56145538038835,11.249953572365904,-0.5678205357266006,-0.6968804891505999,2,2,2,1,3,4.560469874766701,9.322625144019343,348,349,0.36368234304709296,0.3626402732962417
651,0,1,CADC0873,1,369,370,-6.120889681081081,150.06043103406643,12.249915552119795,-1.3908195261935647,-0.141107009011515,1,1,1,96,114,0.2679301677795887,0.6200484006949153,383,370,0.4066678347806678,0.40556873252450387
652,0,1,CADC0873,1,477,478,0.3073164815899588,280.6635697536943,16.75301673591041,-1.456925515736976,-0.03474877583672787,1,1,1,146,165,0.28399518138068747,0.7272235848755423,653,478,0.5883932279951662,0.5871622798194441
653,1,1,CADC0873,1,387,388,-3.084925886597938,323.82990674430397,17.995274567071878,-1.1401883786345752,0.11237370152127435,2,2,2,1,2,4.57350836995033,9.259463058702424,509,388,0.8367697848690026,0.8346131617121236
654,0,1,CADC0873,1,396,397,12.13706056952141,486.2785747736965,22.051724984084498,-0.8049530159045046,-0.7224391591058794,1,1,1,127,132,0.2461911951454108,0.5393657545953351,552,397,1.227976198923476,1.2248830598833664
655,1,0,CADC0873,1,358,360,-6.692731736111111,332.1272659193155,18.224359136038654,-1.4834366482452193,-0.356609404061885,1,2,2,2,3,10.610751756742815,26.6102101972583,490,360,0.9277297930707137,0.9225757386647653
656,0,1,CADC0873,1,322,323,-30.496728173374613,14.227632727905954,3.7719534366036327,-1.2340583895539976,-0.2300564479026401,2,1,1,104,108,0.19623297779869606,0.5531091160493397,446,323,0.04418519480716135,0.04404839853840853
657,1,1,CADC0873,1,446,448,-0.15673420758928458,688.7698594393481,26.24442530213508,-1.4200447904710454,0.04763711078779775,2,2,2,2,3,29.636372473412216,84.29265415101735,614,448,1.5443270391016775,1.5374327219628305
658,0,1,CADC0873,1,434,435,-4.042040784827586,476.3282084384145,21.82494463769415,-1.4215260886891263,0.11720914422729249,1,1,1,133,149,0.34034911049134636,0.714476865943438,598,435,1.097530434189895,1.095007375720493
659,0,1,CADC0873,1,442,443,-4.10328839187359,184.12679094434242,13.569332737623556,-1.2920231423171742,-0.18065352331998955,1,1,1,135,149,0.25147814881423475,0.6558831663435356,582,443,0.41657645010032224,0.4156360969398249
660,0,1,CADC0873,1,362,363,8.817695077134985,127.6977380425389,11.300342386075693,-1.3594811421627657,-0.08793530348853837,1,1,1,109,118,0.2141494098727001,0.536113997298511,456,363,0.35275618243795276,0.3517844023210438
661,0,1,CADC0873,1,390,391,-1.4908418473145784,224.34927683384453,14.978293522088707,-1.0812381373972362,-0.5106796049587627,1,1,1,130,137,0.22783361002543429,0.580273317662515,534,391,0.5752545559842167,0.5737833167105998
662,1,1,CADC0873,1,671,673,2.625470122897473,460.08845649061954,21.449672642971024,-1.2690654823328762,-0.18802130892398622,3,2,1,2,3,5.385482679593137,14.869142018594832,921,673,0.6856757920873614,0.6836381225715
663,0,1,CADC0884,5,100,21,116892.78095238094,9241068342.772018,96130.47561919174,-1.3230431912155083,0.31444246904708156,1,1,1,2,2,954992673.184,180595022.1242105,500,105,92410683.42772019,440050873.46533424
664,0,1,CADC0884,5,80,17,70389.58999999998,3073458095.939482,55438.77790806253,-1.4963336828024758,0.1070411332894856,1,1,1,1,0,450421792.5652375,78239767.02163818,400,85,38418226.19924353,180791652.70232248
665,0,1,CADC0884,5,95,20,131911.9925,11402380691.63407,106781.93054835669,-1.4993440813140089,0.08780510097900962,1,1,1,1,3,1285240014.2250001,381276357.95194453,475,100,120025059.91193758,570119034.5817034
666,0,1,CADC0884,5,80,17,98492.87235294118,6659555177.4207,81606.0976730336,-1.4634028491371067,0.23092658740588232,1,1,1,1,2,1004950834.9512374,159418195.31524888,400,85,83244439.71775874,391738539.8482765
667,0,1,CADC0884,5,90,19,179054.23157894737,21571880963.344265,146873.69050767488,-1.451805969093959,0.22834975961325293,1,1,1,1,3,2626148133.5466666,484373067.73910034,450,95,239687566.25938073,1135362155.9654877
668,0,1,CADC0884,5,90,19,114811.85894736841,11568314984.5196,107556.10156806353,-1.3740195903407724,0.40935822051439624,1,1,1,1,1,1490024989.5160446,255249798.68742427,450,95,128536833.16132888,608858683.3957684
669,0,1,CADC0884,5,90,19,184720.3694736842,24285683245.298244,155838.64490330452,-1.4386724960280293,0.2974889023826979,1,1,1,1,3,3010796489.3607116,556319985.9329051,450,95,269840924.94775826,1278193855.015697
670,0,0,CADC0884,5,85,18,106311.01777777777,8074624014.682484,89858.9117154358,-1.4521293854823925,0.24575923323919133,1,1,1,1,2,1085595414.2581646,179462703.08177498,425,90,94995576.64332333,448590223.03791577
671,0,0,CADC0884,5,95,20,170794.3725,24348222227.33037,156039.16888823258,-1.3922791487085822,0.3691092854458235,1,1,1,1,3,2852867482.652368,602858441.6591668,475,100,256297076.07716182,1217411111.3665185
672,0,1,CADC0884,5,80,17,105450.19,8495533031.2456,92171.21584988233,-1.4239543101083298,0.32828340021900915,1,1,1,1,1,1312090403.3714876,244274274.18070492,400,85,106194162.89057,499737237.1320941
673,0,1,CADC0884,5,95,20,150283.8775,19707576168.032616,140383.67486297194,-1.348425308009525,0.43009119721603883,1,1,2,1,3,2350577765.157632,514193769.1202777,475,100,207448170.189817,985378808.4016308
674,0,1,CADC0884,5,80,17,84021.16764705883,6161467043.16303,78495.01285535935,-1.041919562701614,0.5640934624631958,1,1,1,1,1,1122786937.5970373,432015311.4869982,400,85,77018338.03953788,362439237.8331194
675,0,1,CADC0884,5,105,22,122933.49181818184,16860741447.423586,129848.91777532682,-1.1945495818382108,0.6158300519669855,1,1,2,1,3,1893619053.480609,463771945.15951985,525,110,160578489.97546273,766397338.5192538
676,0,1,CADC0884,5,80,17,151574.23058823528,16523987353.083912,128545.662521471,-1.3275826823290988,0.3088151142052281,1,1,1,1,1,2633694593.4588437,753136175.8007894,400,85,206549841.9135489,971999256.0637596
677,0,1,CADC0884,5,95,20,163351.52250000002,16223594568.833118,127371.87510919794,-1.4057771016676361,0.25117639777624806,1,1,1,1,3,1782209916.8711221,351240212.3184029,475,100,170774679.67192757,811179728.4416559
678,0,0,CADC0884,5,80,17,148218.85,17565431471.819996,132534.64253477275,-1.4219019963092496,0.3412609354481156,1,1,1,1,3,2802675345.691162,703212973.2329556,400,85,219567893.39774996,1033260674.812941
679,0,0,CADC0884,5,95,20,110894.67749999999,8193422453.669621,90517.52567138377,-1.3844300309909086,0.26972287438385445,1,1,1,2,3,959875733.3313159,336855549.93395835,475,100,86246552.14389075,409671122.6834811
680,0,0,CADC0884,5,85,18,134564.17777777778,16206688709.65284,127305.49363500712,-1.425679930270598,0.38290139862961636,1,1,1,1,2,2362392534.0164704,554847549.21375,425,90,190666925.99591577,900371594.9807134
681,0,1,CADC0884,5,90,19,87608.4752631579,5539365699.1388035,74426.91515264356,-1.428606809576743,0.23505230647939301,1,1,1,1,3,711389332.4691,189183206.49619997,450,95,61548507.76820893,291545563.1125686
682,0,0,CADC0884,5,90,19,136941.64894736843,20118882220.786182,141841.04561369456,-1.3137748866122774,0.5180703208325823,1,1,1,1,2,2853994630.108656,699508687.5404353,450,95,223543135.78651315,1058888537.9361149
683,0,0,CADC0884,5,95,20,134525.826,22387352119.514244,149624.03590170346,-1.2151727307339988,0.6377275515249446,1,1,1,1,3,3106255156.813305,730898053.0852445,475,100,235656338.10014993,1119367605.9757123
684,0,1,CADC0884,5,90,19,54790.95947368421,4637370477.029353,68098.24136517296,-1.0334126578323795,0.773721883583295,1,1,2,1,4,922529562.9868778,588554048.0385529,450,95,51526338.63365948,244072130.36996594
685,0,1,CADC0884,5,100,21,114553.36428571428,18895653838.921696,137461.4631048342,-1.0553208111144934,0.7472968519217119,1,1,1,1,5,2633464042.83325,722214538.4144737,500,105,188956538.38921696,899793039.9486521
686,0,1,CADC0884,5,85,18,63235.87777777778,5669629660.551727,75296.94323511233,-1.1331493867029987,0.6988618229980131,1,1,2,1,4,1079767578.611765,451827966.40000004,425,90,66701525.41825561,314979425.5862071
687,0,1,CADC0884,5,95,20,97971.58,13020568161.7066,114107.70421714128,-1.1420160988822952,0.692565846189598,1,1,1,1,3,1923894860.7789476,549164789.7155557,475,100,137058612.22849053,651028408.08533
688,0,1,CADC0884,5,90,19,72052.6694736842,7633467703.840774,87369.71846034972,-1.1866775197287451,0.6921113546387982,1,1,1,1,2,1359528423.6124887,578039412.425788,450,95,84816307.82045303,401761458.0968828
689,0,1,CADC0884,5,95,20,69244.99,6916720067.9559,83166.82071569106,-1.088550873462784,0.7337334399604301,1,1,1,1,3,1073826984.6589472,324979571.85777783,475,100,72807579.66269368,345836003.397795
690,0,1,CADC0884,5,95,20,87656.15,10110826608.9705,100552.60617691866,-1.2110014581419268,0.6495634795045325,1,1,1,1,2,1456874477.513684,384006810.4177778,475,100,106429753.77863686,505541330.4485251
691,0,1,CADC0884,5,90,19,46772.47894736842,3362938776.7111354,57990.85080175265,-1.0432737998129475,0.7595564802079442,1,1,1,1,3,626104043.7533334,302684313.01764715,450,95,37365986.4079015,176996777.7216387
692,0,1,CADC0884,5,110,23,85375.68391304348,11810730592.780909,108677.18524502237,-0.9734189721366824,0.823119553916154,1,1,2,1,2,1501137007.3755367,368603792.3661618,550,115,107370278.11619008,513510025.773083
693,0,1,CADC0884,5,90,19,187238.4210526316,26509849472.715343,162818.45556544056,-1.3607477947008275,0.3648287826218225,1,1,1,1,4,3562587035.546666,945159780.593218,450,95,294553883.0301705,1395255235.4060707
694,0,1,CADC0884,5,95,20,157274.12099999998,14184519873.424377,119098.78199807242,-1.32247420451555,0.20313114067552973,1,1,1,2,3,1659462797.4844632,288133454.1455914,475,100,149310735.50973028,709225993.6712189
695,0,1,CADC0884,5,95,20,180937.716,29798857129.090862,172623.45474787272,-1.3328678676077657,0.4948638301759133,1,1,1,1,2,3742825226.669727,700342375.6779063,475,100,313672180.3062196,1489942856.454543
696,0,1,CADC0884,5,95,20,122605.4325,9296567800.01707,96418.71083984202,-1.4252305496396855,0.1582748243330347,1,1,1,1,3,1106909579.2544737,299428702.1911806,475,100,97858608.42123233,464828390.00085354
697,0,1,CADC0884,5,105,22,177653.51954545456,36801840939.367744,191838.0591524209,-1.219881548679152,0.6288301052974297,1,1,1,1,2,4152077725.3868475,770082264.17277,525,110,350493723.2320738,1672810951.789443
698,0,1,CADC0884,5,95,20,98021.23,10056660645.1691,100282.90305515242,-1.3417164374791457,0.5356586549746277,1,1,1,1,5,1417291415.1126318,574573985.7177778,475,100,105859585.7386221,502833032.258455
699,0,1,CADC0884,5,100,21,159778.3723809524,29518623802.500397,171809.84780419426,-1.3174549379046487,0.5654367752243402,1,1,1,1,2,3588032525.22264,766164021.1171789,500,105,295186238.02500397,1405648752.5000188
700,0,1,CADC0884,5,100,21,76229.9919047619,7535754656.769884,86808.72454292762,-1.0824928697336396,0.7013831137431146,1,1,1,2,4,1047181137.6521899,424443126.4808105,500,105,75357546.56769884,358845459.84618497
701,0,0,CADC0884,5,105,22,143084.41136363638,25772146523.434532,160537.05654282606,-1.221303867723001,0.6408159340770035,1,1,1,1,3,3005103029.6440477,683852108.4612501,525,110,245449014.5089003,1171461205.6106606
702,0,1,CADC0884,5,235,48,396089.05833333335,265646879901.36533,515409.42938732245,-0.6143434735374793,0.9452452524836161,1,1,1,1,3,8630696434.638298,1501855994.1826086,1175,240,1130412254.899427,5534309997.945111
703,0,1,CADC0884,5,260,53,341148.71509433957,217859497412.56662,466754.2152059975,-0.6073133125611916,0.9924923581156708,1,1,1,1,5,5943760227.5357685,426855001.26235294,1300,265,837921143.894487,4110556554.9540873
704,0,1,CADC0884,5,215,44,403441.66818181815,217143167198.23984,465986.2306959722,-1.171033913221466,0.6621060867832493,1,1,1,1,2,6492927990.306977,454323866.93333334,1075,220,1009968219.5266969,4935071981.778178
705,0,1,CADC0884,5,285,58,291112.024137931,176829917009.9977,420511.494504012,-0.4705702734084012,1.0810090855367511,1,1,1,1,5,4447627386.617544,316540695.07857144,1425,290,620455849.1578867,3048791672.5861673
706,0,0,CADC0884,5,235,48,364600.0854166667,210240076773.3021,458519.439907734,-0.9331137178011328,0.8228496147964447,1,1,1,1,5,6005439085.112767,419889802.1630435,1175,240,894638624.567243,4380001599.443793
707,0,0,CADC0884,5,230,47,367569.45957446814,197826219109.62836,444776.5946063578,-1.0899430813092417,0.736392292626187,1,1,1,1,6,5520966805.82,422274996.68799996,1150,235,860113996.128819,4209068491.6942205
708,0,0,CADC0884,5,235,48,391636.37083333335,228348303164.55496,477858.0366223372,-1.0532581738940898,0.7512992928948303,1,1,1,1,4,6291186752.265532,667581318.5704347,1175,240,971694907.0832126,4757256315.928228
709,0,1,CADC0884,5,215,44,382013.2272727273,226321222851.04333,475732.30166874663,-0.9138095075313717,0.8173726123916273,1,1,1,1,2,7637209824.696743,653662912.0495237,1075,220,1052656850.469969,5143664155.70553
710,0,0,CADC0884,5,255,52,361047.41115384613,253396733380.48557,503385.2733051351,-0.34003907030747227,1.0785956817768332,1,1,1,2,3,8077704807.361486,1750092179.382248,1275,260,993712679.9234728,4873014103.470877
711,0,0,CADC0874,5,605,122,-7.441142569672132,161.38948087524633,12.703915966159661,-1.404193225832993,-0.18317171958804432,1,1,1,34,41,0.6510212756988601,0.6101255794732843,3025,610,0.2667594725210683,1.3228645973380848
712,0,0,CADC0874,5,620,125,2.5255278449599996,315.5703039684728,17.764298578003938,-1.111950479676275,-0.3372544656109908,1,1,1,32,39,0.95248943606115,0.905738879833576,3100,625,0.5089843612394722,2.5245624317477824
713,0,1,CADC0874,5,770,155,2.4749392838709676,451.7651085992985,21.254766726532157,-1.4695539505959176,0.10818929040076271,1,1,1,45,55,1.0335284845747292,0.8733050277024506,3850,775,0.5867079332458423,2.914613603866442
714,0,1,CADC0874,5,815,164,0.7505539878048781,218.4671218317962,14.780633336626552,-0.8110488306902544,-0.309353892279255,1,1,1,50,54,0.5779214270601509,0.6635987864605236,4075,820,0.2680578181985229,1.3321165965353425
715,0,0,CADC0874,5,781,157,2.0194625095541405,257.97594435321474,16.06162956717701,-1.0348717168328996,-0.1406973061694064,1,1,1,48,52,0.6923808453934928,0.8076412725595711,3911,785,0.33031490954316867,1.6431588812306672
716,0,1,CADC0874,5,524,106,-17.822536433962266,294.7972993052176,17.16966217795847,-1.4660616498337764,0.11896580424762315,1,1,1,27,35,1.3092368590013783,0.7181582723909095,2664,530,0.562590265849652,2.781106597219034
717,0,0,CADC0874,5,452,91,6.083073302197802,236.74731168003507,15.386595194520297,-1.009317969062112,-0.47465727902681965,1,1,1,25,31,1.0427576870922082,0.5541263746945316,2286,455,0.5237772382301661,2.601618809670715
718,0,1,CADC0874,5,590,119,-7.106140890756302,287.673770271526,16.960948389507173,-1.2570561391512654,-0.10578204694510283,1,1,1,34,42,0.9900081028962869,0.7014183679427687,2950,595,0.4875826614771627,2.4174266409371934
719,0,1,CADC0874,5,640,129,14.260507372093022,216.39274710737973,14.71029391641716,-1.1781912450764451,-0.12972038139825287,1,1,1,30,41,0.7333213345813081,0.7218576769334932,3200,645,0.3381136673552808,1.6774631558711608
720,0,1,CADC0874,5,605,122,9.331468303278688,232.60293800357312,15.251325778553586,-1.2540267366581483,-0.09235504095400762,1,1,1,31,41,0.7974497911474875,0.7490824107008045,3025,610,0.38446766612160843,1.9065814590456813
721,0,1,CADC0874,5,655,132,20.949666295454545,301.78100009599933,17.37184504006409,-1.4658362556394222,-0.049873770027134716,1,1,1,38,45,0.8638141404878622,0.5098561393551952,3275,660,0.460734351291602,2.2862196976969646
722,0,0,CADC0874,5,645,130,-6.089019576923077,108.7576664807424,10.428694380445828,-1.392775403436228,-0.10406173684788113,1,1,1,35,40,0.5092456112020323,0.6329687457400162,3225,650,0.16861653717944558,0.8365974344672492
723,0,1,CADC0874,5,600,121,8.515750743801654,260.89522045703256,16.152251250430467,-1.0977629757410363,-0.24218365534122535,1,1,1,32,40,0.7857616798025722,0.6779104928974647,3000,605,0.4348253674283876,2.1561588467523354
724,0,1,CADC0874,5,615,124,25.178537970161287,234.25751296961909,15.305473301065181,-1.4059718043880471,-0.18573184568003387,1,1,1,33,40,0.8415952039416039,0.7239085431500866,3075,620,0.38090652515385215,1.8891734916904765
725,0,1,CADC0874,5,660,133,-4.715117222556391,193.55445361110787,13.91238490019263,-1.427463868162159,0.21273098056750692,1,1,1,36,40,0.7091681979842431,0.6967695591278734,3300,665,0.29326432365319377,1.4552966436925403
726,0,0,CADC0874,5,641,129,2.248050480620155,319.01465014012484,17.860981219970107,-1.3533615218631572,-0.04462752287246824,1,1,1,34,46,0.8486797293254132,0.7003971282429877,3211,645,0.49768276152905594,2.4729817840319757
727,0,1,CADC0874,5,655,132,23.361003075757576,287.33374169542446,16.95092155888359,-1.249994166311549,-0.23722626001509078,1,1,1,37,45,0.8476872831636055,0.6749370076371288,3275,660,0.43867746823728926,2.1767707704198824
728,0,1,CADC0874,5,595,120,20.63005060833333,235.07768616007994,15.3322433505368,-1.1779741917011384,-0.14916094646656214,1,1,1,34,41,0.8321845544584365,0.587535222461038,2975,600,0.39508854816820155,1.9589807180006662
729,0,1,CADC0874,5,611,123,5.197175552845528,191.79371922429254,13.848960943850356,-1.2790640700051652,0.010173639549422278,1,1,1,38,44,0.7480970230750286,0.7884265503727889,3061,615,0.31390134079262283,1.5592985302788012
730,0,1,CADC0874,5,686,137,-1.7760820948905107,80.27541133409187,8.959654643684202,-1.2883818491065966,-0.1899873397557278,1,1,1,42,46,0.46285794629424837,0.9047137865520014,3468,685,0.11701955004969661,0.5859519075481159
731,0,1,CADC0874,5,640,129,19.365342635658916,402.69626923125355,20.067293520334363,-1.0390216298452541,-0.331851843665486,1,1,1,37,43,1.2259814915839842,0.9580168307726079,3200,645,0.6292129206738337,3.121676505668632
732,0,1,CADC0874,5,620,125,9.023336839999999,393.2269610366693,19.82995111029448,-1.155322155977948,-0.3965109701374503,1,1,1,28,41,0.9764132202382564,0.7371950857814962,3100,625,0.6342370339301118,3.1458156882933546
733,0,0,CADC0874,5,690,139,21.235557086330935,239.48792852367123,15.475397523930402,-1.3492970500088834,0.0339620354984782,1,1,1,41,48,0.6970737682866082,0.6294825426428845,3450,695,0.34708395438213224,1.7229347375803685
734,0,0,CADC0874,5,470,95,0.6262810105263159,565.4602438401007,23.77940797917603,-1.4669690419429857,-0.03663109225032331,1,1,1,20,31,2.721084500483801,0.7717938955365001,2392,475,1.2031069017874483,5.952213093053691
