mag_X,mag_Y,mag_Z,ADC1_CH1,ADC1_CH2,ADC1_CH3,ADC1_CH4,ADC1_CH5,ADC1_CH6
-67.8218,52.2698,123.0259,1.01,0.03,0.18,0.23,1.13,0.25
0.0198,0.0198,0.0381,0.25,1.26,0.22,0.16,0.79,0.22
-67.8218,51.5953,122.1103,0.13,0.19,1.38,0.38,0.83,0.22
0.0198,0.0198,0.0381,0.94,0.69,0.1,0.21,0.82,0.16
0.0198,0.0198,0.0381,0.21,0.8,1.1,0.08,0.71,0.16
0.0198,0.0198,0.0381,0.05,0.19,0.67,1.14,0.72,0.14
-63.8941,51.5953,123.8651,0.19,0.18,1.6,0.31,0.41,0.12
0.0198,0.0198,0.0381,0,0.47,1.42,0.03,0,0.31
0.0198,0.0198,0.0381,0,1.36,0.41,0.01,0,0.22
0.0198,0.0198,0.0381,0.83,0.03,0,1.14,0,0.14
0.0198,0.0198,0.0381,0.94,1.01,0.04,0,0,0.05
0.0198,0.0198,0.0381,0.01,0.6,1.36,0.04,0,0.31
0.0198,0.0198,0.0381,0.05,0.01,0.35,1.45,0,0.16
0.0198,0.0198,0.0381,0.04,0,1.58,0.45,0,0.16
0.0198,0.0198,0.0381,0.7,0.03,0,1.27,0.16,0.06
0.0198,0.0198,0.0381,1.04,0.92,0.05,0.01,0,0.06
0.0198,0.0198,0.0381,0.01,0.69,1.38,0.05,0,0.14
0.0198,0.0198,0.0381,0.06,0.01,0.49,1.44,0.1,0.06
0.0198,0.0198,0.0381,1.5,0.05,0.03,0.27,0.08,0.08
0.0198,0.0198,0.0381,0.04,0.01,1.64,0.48,0,0.12
-65.6397,54.2931,116.9223,0,0.08,0.84,0.88,0.08,0.63
-66.3935,48.3024,118.5245,0.18,0.04,0.13,1.37,0.09,0.45
0.0198,0.0198,0.0381,1.48,0.38,0.06,0.01,0.12,0.1
0.0198,0.0198,0.0381,0.03,1.24,0.78,0.08,0,0.1
0.0198,0.0198,0.0381,0.09,0.03,1.19,0.93,0.03,0.1
0.0198,0.0198,0.0381,1.18,0.08,0.03,0.76,0.25,0.1
0.0198,0.0198,0.0381,0.48,1.31,0.08,0.05,0.18,0.1
0.0198,0.0198,0.0381,0.06,0.25,1.7,0.08,0,0.1
0.0198,0.0198,0.0381,1.4,0.28,0.06,0.03,0.47,0.1
0.0198,0.0198,0.0381,0.04,1.29,0.67,0.08,0.08,0.09
0.0198,0.0198,0.0381,0.08,0.03,1.29,0.8,0.19,0.09
0.0198,0.0198,0.0381,1.05,0.06,0.04,0.82,0.48,0.1
0.0198,0.0198,0.0381,0.57,1.26,0.08,0.05,0.18,0.1
0.0198,0.0198,0.0381,0.06,0.43,1.58,0.08,0.14,0.09
0.0198,0.0198,0.0381,0.08,0.05,0.01,1.45,0.41,0.09
0.0198,0.0198,0.0381,0.08,0.03,1.28,0.79,0.31,0.1
0.0198,0.0198,0.0381,0.97,0.06,0.04,0.85,0.54,0.1
0.0198,0.0198,0.0381,0.56,1.18,0.08,0.04,0.56,0.1
0.0198,0.0198,0.0381,0.1,0.05,0.27,1.4,0.5,0.1
0.0198,0.0198,0.0381,1.29,0.19,0.05,0.03,0.69,0.12
0.0198,0.0198,0.0381,0.04,1.33,0.58,0.08,0.31,0.13
-67.1473,52.3888,117.0748,0.09,0.03,1.35,0.67,0.47,0.12
0.0198,0.0198,0.0381,0.89,0.06,0.04,0.82,0.78,0.13
0.0198,0.0198,0.0381,0.72,1.05,0.09,0.05,0.56,0.14
0.0198,0.0198,0.0381,0.1,0.03,1.32,0.69,0.58,0.17
-68.5756,54.8486,118.8296,0.7,0.97,0.1,0.05,0.84,0.19
0.0198,0.0198,0.0381,0.08,0.54,1.45,0.13,0.54,0.19
-68.5756,53.0632,118.3719,0.17,0.06,0.4,1.23,0.87,0.18
0.0198,0.0198,0.0381,1.13,0.22,0.08,0.04,1.04,0.21
0.0198,0.0198,0.0381,0.05,1.27,0.54,0.1,0,0.23
0.0198,0.0198,0.0381,0.13,0.03,1.38,0.56,0.82,0.22
0.0198,0.0198,0.0381,0.74,0.1,0.04,0.92,1.07,0.25
-68.9326,51.7144,116.9986,0.75,0.96,0.17,0.06,0.87,0.28
0.0198,0.0198,0.0381,0.08,0.58,1.29,0.19,0.84,0.3
0.0198,0.0198,0.0381,0.23,0.08,0.36,1.18,0.98,0.31
0.0198,0.0198,0.0381,1.1,0.21,0.1,0.1,1.07,0.34
-67.187,52.3888,116.1593,0.06,1.09,0.56,0.14,1.02,0.35
0.0198,0.0198,0.0381,0.58,0.18,0.04,0.89,1.2,0.32
0.0198,0.0198,0.0381,0.65,0.8,0.19,0.08,1.19,0.35
-69.012,56.2768,114.0993,0.13,0.61,1.2,0.23,0.89,0.31
0.0198,0.0198,0.0381,0.26,0.09,0.48,0.94,1.18,0.3
-71.7891,51.0002,115.8541,0.96,0.18,0.13,0.09,1.28,0.34
0.0198,0.0198,0.0381,0.05,1.13,0.34,0.18,1.02,0.31
-69.012,52.8252,113.7179,0.19,0.03,1.16,0.43,1.14,0.3
0.0198,0.0198,0.0381,0.53,0.16,0.05,0.78,1.33,0.32
-68.2979,52.4285,115.7015,0.67,0.71,0.19,0.08,1.26,0.31
0.0198,0.0198,0.0381,0.1,0.54,0.97,0.18,1.2,0.31
-66.1952,52.4285,115.8541,0.21,0.1,0.41,0.89,1.28,0.3
-66.8696,52.0714,115.6252,0.85,0.17,0.12,0.23,1.42,0.3
-67.9408,56.6735,115.7015,0.05,0.89,0.31,0.14,1.28,0.31
-66.8696,54.5708,113.4127,0.19,0.03,1.15,0.38,1.15,0.27
0.0198,0.0198,0.0381,0.32,0.14,0.04,0.7,1.49,0.28
-71.4717,53.1823,115.5489,0.49,0.69,0.16,0.08,1.41,0.3
-70.1228,53.1823,115.0149,0.21,0.08,0.44,0.67,1.5,0.25
0.0198,0.0198,0.0381,0.71,0.16,0.09,0.14,1.55,0.26
-69.0517,51.397,115.7015,0.04,0.8,0.19,0.13,1.37,0.23
-67.6234,50.3258,113.1075,0.14,0.03,0.85,0.27,1.45,0.21
-65.8778,51.754,115.5489,0.28,0.14,0.04,0.66,1.54,0.21
-66.949,52.1508,115.2438,0.5,0.48,0.16,0.05,1.55,0.21
0.0198,0.0198,0.0381,0.18,0.06,0.47,0.61,1.49,0.19
0.0198,0.0198,0.0381,0.44,0.13,0.06,0.19,1.7,0.19
-70.4799,54.9676,115.5489,0.17,0.09,0.08,0.45,1.72,0.18
-68.7343,50.0084,115.0912,0.44,0.12,0.06,0.18,1.71,0.19
0.0198,0.0198,0.0381,0.17,0.08,0.14,0.44,1.75,0.19
0.0198,0.0198,0.0381,0.14,0.04,0.52,0.28,1.7,0.19
0.0198,0.0198,0.0381,0.19,0.12,0.05,0.14,1.81,0.21
0.0198,0.0198,0.0381,0.13,0.03,1.53,0.53,0.61,0.25
0.0198,0.0198,0.0381,0.85,0.72,0.16,0.04,0.83,0.27
0.0198,0.0198,0.0381,0.08,0.8,1.18,0.17,0.63,0.28
0.0198,0.0198,0.0381,0.21,0.06,0.72,1.13,0.72,0.26
0.0198,0.0198,0.0381,1.09,0.16,0.08,0.3,1.05,0.28
0.0198,0.0198,0.0381,0.05,1.28,0.27,0.13,0.79,0.28
0.0198,0.0198,0.0381,0.17,0.03,1.49,0.36,0.7,0.26
-70.0038,53.817,116.1593,0.08,0.87,0.98,0.18,0.78,0.27
0.0198,0.0198,0.0381,1.06,0.34,0.14,0.05,1.01,0.27
0.0198,0.0198,0.0381,0.06,1.01,0.62,0.14,0.97,0.26
0.0198,0.0198,0.0381,0.45,0.84,0.12,0.09,1.15,0.22
0.0198,0.0198,0.0381,0.13,0.39,1.28,0.12,0.89,0.19
0.0198,0.0198,0.0381,0.88,0.26,0.1,0.05,1.27,0.18
-71.3924,55.6023,119.0585,0.08,1.02,0.58,0.12,0.96,0.16
0.0198,0.0198,0.0381,0.12,0.05,1.11,0.45,1.07,0.16
-70.0038,53.1426,118.6007,0.63,0.08,0.05,0.62,1.36,0.16
0.0198,0.0198,0.0381,0.45,0.87,0.1,0.08,1.16,0.16
-66.8299,50.3258,115.7015,0.08,0.4,1.09,0.12,1.16,0.16
0.0198,0.0198,0.0381,0.13,0.06,0.22,0.89,1.33,0.16
0.0198,0.0198,0.0381,0.88,0.23,0.08,0.03,1.35,0.17
0.0198,0.0198,0.0381,0.04,0.84,0.53,0.08,1.26,0.18
-65.8381,53.4997,115.9304,0.12,0.04,1.02,0.52,1.19,0.18
-67.9408,54.5708,118.9822,0.53,0.1,0.04,0.69,1.41,0.18
0.0198,0.0198,0.0381,0.35,0.76,0.12,0.05,1.37,0.21
0.0198,0.0198,0.0381,0.08,0.39,1.13,0.14,1.16,0.22
-70.4005,56.3561,117.8378,0.75,0.28,0.08,0.05,1.54,0.23
-70.4005,52.4285,116.6171,0.05,0.89,0.44,0.1,1.29,0.26
0.0198,0.0198,0.0381,0.12,0.03,0.92,0.43,1.42,0.26
-70.4005,51.397,117.6852,0.53,0.1,0.04,0.58,1.58,0.28
-67.9408,51.0002,116.6934,0.45,0.78,0.17,0.06,1.44,0.34
0.0198,0.0198,0.0381,0.08,0.4,0.92,0.21,1.41,0.35
-66.1952,51.397,116.5408,0.27,0.08,0.26,0.79,1.51,0.38
-67.6234,50.3258,116.2356,0.72,0.25,0.09,0.12,1.59,0.39
-65.8381,52.8252,115.3201,0.08,0.72,0.5,0.13,1.51,0.41
0.0198,0.0198,0.0381,0.22,0.05,0.82,0.47,1.48,0.39
0.0198,0.0198,0.0381,0.36,0.19,0.04,0.52,1.68,0.38
-69.0517,55.285,115.4726,0.23,0.62,0.21,0.08,1.64,0.4
-70.4005,55.285,114.4045,0.13,0.44,0.8,0.27,1.45,0.36
0.0198,0.0198,0.0381,0.3,0.08,0.45,0.53,1.63,0.34
-72.2255,52.1508,116.2356,0.5,0.26,0.13,0.09,1.71,0.38
-71.1543,51.754,117.3037,0.08,0.71,0.38,0.18,1.53,0.35
-69.0517,49.6513,115.3964,0.21,0.04,0.65,0.31,1.64,0.32
-69.0517,50.0084,116.083,0.28,0.17,0.06,0.4,1.73,0.34
-68.0201,51.4366,115.4726,0.25,0.44,0.19,0.08,1.72,0.32
-66.2745,51.4366,114.786,0.1,0.32,0.56,0.18,1.67,0.32
-68.6946,50.7225,115.8541,0.21,0.09,0.38,0.45,1.7,0.31
-66.2745,54.2535,116.9223,0.3,0.17,0.1,0.17,1.79,0.31
-66.5919,53.9361,115.7015,0.18,0.09,0.65,0.22,1.64,0.31
0.0198,0.0198,0.0381,0.19,0.13,0.16,0.31,1.8,0.31
0.0198,0.0198,0.0381,0.16,0.39,0.13,0.09,1.77,0.34
-70.1625,49.3339,116.1593,0.17,0.06,0.32,0.23,1.79,0.31
-70.837,52.5078,116.9223,0.19,0.16,0.09,0.08,1.82,0.32
0.0198,0.0198,0.0381,0.13,0.13,0.38,0.16,1.79,0.28
-67.7028,50.7622,116.0067,0.16,0.12,0.17,0.23,1.82,0.28
-67.7028,50.4051,116.3882,0.13,0.18,0.12,0.06,1.84,0.27
-65.9571,51.4366,115.7778,0.16,0.06,0.35,0.21,1.79,0.25
0.0198,0.0198,0.0381,0.13,0.12,0.22,0.12,1.84,0.25
0.0198,0.0198,0.0381,0.13,0.12,0.22,0.12,1.84,0.22
0.0198,0.0198,0.0381,0.48,0.85,0.19,0.06,1.31,0.31
-65.4414,53.8567,115.8541,0.06,0.8,0.54,0.13,1.37,0.38
-65.1637,53.4997,115.6252,0.21,0.04,0.94,0.5,1.32,0.35
-69.369,54.5708,117.6852,0.31,0.74,0.19,0.08,1.49,0.38
-70.4005,55.285,116.3882,0.12,0.54,0.89,0.25,1.28,0.35
0.0198,0.0198,0.0381,0.06,0.76,0.38,0.17,1.4,0.34
0.0198,0.0198,0.0381,0.18,0.04,0.71,0.32,1.54,0.32
-67.2663,52.1508,117.0748,0.28,0.52,0.16,0.08,1.62,0.28
0.0198,0.0198,0.0381,0.12,0.36,0.65,0.14,1.55,0.25
0.0198,0.0198,0.0381,0.41,0.1,0.1,0.13,1.72,0.21
0.0198,0.0198,0.0381,0.06,0.63,0.32,0.12,1.58,0.19
0.0198,0.0198,0.0381,0.13,0.04,0.78,0.25,1.51,0.17
-69.4087,54.2535,119.3637,0.18,0.09,0.04,0.39,1.73,0.17
0.0198,0.0198,0.0381,0.21,0.49,0.09,0.06,1.68,0.18
-68.6946,54.2535,117.7615,0.06,0.44,0.63,0.1,1.55,0.18
0.0198,0.0198,0.0381,0.12,0.04,0.35,0.38,1.73,0.18
-70.1228,52.5078,118.5245,0.36,0.14,0.06,0.08,1.76,0.21
-68.0201,50.7622,117.6852,0.04,0.56,0.26,0.08,1.68,0.22
0.0198,0.0198,0.0381,0.09,0.06,0.57,0.21,1.71,0.22
-66.949,51.0796,118.0667,0.22,0.08,0.03,0.43,1.76,0.23
0.0198,0.0198,0.0381,0.25,0.31,0.1,0.04,1.77,0.26
0.0198,0.0198,0.0381,0.06,0.28,0.56,0.12,1.7,0.27
0.0198,0.0198,0.0381,0.17,0.05,0.39,0.43,1.73,0.27
0.0198,0.0198,0.0381,0.26,0.14,0.05,0.13,1.82,0.28
0.0198,0.0198,0.0381,0.08,0.43,0.34,0.09,1.76,0.31
-69.8054,51.8334,116.9223,0.12,0.16,0.6,0.21,1.72,0.31
-70.4799,52.8649,118.9059,0.27,0.08,0.25,0.27,1.81,0.31
-69.8054,53.579,118.2956,0.21,0.34,0.12,0.05,1.81,0.36
0.0198,0.0198,0.0381,0.06,0.4,0.47,0.18,1.73,0.38
-70.1625,49.3339,116.6934,0.22,0.09,0.36,0.32,1.8,0.38
0.0198,0.0198,0.0381,0.13,0.32,0.27,0.09,1.81,0.44
-64.5289,49.7307,116.846,0.13,0.16,0.36,0.28,1.81,0.44
-65.2033,51.1589,117.6089,0.09,0.18,0.32,0.23,1.84,0.44
0.0198,0.0198,0.0381,0.31,0.16,0.4,0.17,1.77,0.39
0.0198,0.0198,0.0381,0.18,0.23,0.34,0.18,1.81,0.4
-69.131,52.5872,117.6852,0.1,0.17,0.26,0.14,1.85,0.39
0.0198,0.0198,0.0381,0.19,0.28,0.28,0.22,1.77,0.32
-69.4881,50.7622,117.38,0.21,0.23,0.39,0.08,1.79,0.32
-67.7028,52.5872,118.4482,0.13,0.18,0.12,0.18,1.82,0.26
0.0198,0.0198,0.0381,0.18,0.35,0.22,0.12,1.77,0.25
0.0198,0.0198,0.0381,0.12,0.14,0.39,0.13,1.8,0.23
0.0198,0.0198,0.0381,0.12,0.09,0.16,0.25,1.82,0.21
0.0198,0.0198,0.0381,0.17,0.27,0.08,0.13,1.8,0.19
0.0198,0.0198,0.0381,0.14,0.19,0.47,0.06,1.75,0.18
-66.3142,55.3643,119.0585,0.13,0.4,0.28,0.13,1.73,0.17
0.0198,0.0198,0.0381,0.14,0.1,0.6,0.13,1.67,0.18
0.0198,0.0198,0.0381,0.16,0.45,0.56,0.09,1.58,0.17
-67.068,49.7704,118.9822,0.14,0.1,0.62,0.16,1.64,0.18
0.0198,0.0198,0.0381,0.3,1.41,0.04,0.03,0,0.16
0.0198,0.0198,0.0381,0.03,0.03,1.71,0.1,0,0.13
0.0198,0.0198,0.0381,1.29,0.65,0.03,0.01,0.12,0.09
0.0198,0.0198,0.0381,0.03,0.98,1.11,0.04,0,0.09
0.0198,0.0198,0.0381,0.05,0.01,0.8,1.26,0.16,0.09
0.0198,0.0198,0.0381,0.27,1.42,0.06,0.03,0.13,0.1
0.0198,0.0198,0.0381,0.04,0.03,1.73,0.12,0.01,0.12
0.0198,0.0198,0.0381,0.39,0.04,0.01,1.45,0.26,0.12
0.0198,0.0198,0.0381,1.23,0.63,0.04,0.03,0.41,0.13
0.0198,0.0198,0.0381,0.04,1,0.93,0.05,0.09,0.13
0.0198,0.0198,0.0381,0.08,0.01,1.05,1.05,0.25,0.12
0.0198,0.0198,0.0381,1.22,0.06,0.03,0.57,0.56,0.13
0.0198,0.0198,0.0381,0.31,1.4,0.08,0.05,0.19,0.13
0.0198,0.0198,0.0381,0.06,0.08,1.71,0.09,0.19,0.12
0.0198,0.0198,0.0381,0.34,0.05,0.03,1.38,0.47,0.13
0.0198,0.0198,0.0381,1.33,0.52,0.06,0.03,0.44,0.13
0.0198,0.0198,0.0381,0.04,1.13,0.92,0.06,0.31,0.12
0.0198,0.0198,0.0381,0.08,0.04,1.01,1.05,0.39,0.12
0.0198,0.0198,0.0381,1.19,0.06,0.04,0.58,0.6,0.12
0.0198,0.0198,0.0381,0.26,1.35,0.08,0.05,0.56,0.13
0.0198,0.0198,0.0381,0.06,0.1,1.7,0.09,0.31,0.13
0.0198,0.0198,0.0381,0.19,0.05,0.03,1.4,0.63,0.13
-69.5674,53.7377,115.7015,1.22,0.53,0.05,0.04,0.69,0.14
0.0198,0.0198,0.0381,0.09,0.03,1.06,0.94,0.6,0.14
0.0198,0.0198,0.0381,1.14,0.08,0.04,0.54,0.79,0.16
0.0198,0.0198,0.0381,0.31,1.33,0.12,0.05,0.6,0.17
0.0198,0.0198,0.0381,0.05,0.28,1.55,0.12,0.62,0.17
-69.25,51.9921,115.3201,0.23,0.05,0.04,1.31,0.82,0.18
-67.306,52.5078,116.846,0.08,0.32,0.63,0.21,1.67,0.39
0.0198,0.0198,0.0381,0.26,0.25,0.08,0.1,1.82,0.4
0.0198,0.0198,0.0381,0.17,0.14,0.52,0.22,1.72,0.39
0.0198,0.0198,0.0381,0.16,0.28,0.17,0.08,1.8,0.38
-66.2745,50.0084,117.6852,0.09,0.25,0.32,0.18,1.79,0.35
-67.306,48.3024,118.4482,0.18,0.08,0.28,0.19,1.81,0.34
0.0198,0.0198,0.0381,0.12,0.17,0.14,0.1,1.82,0.28
0.0198,0.0198,0.0381,0.16,0.14,0.38,0.12,1.77,0.25
-67.7028,54.6899,118.9822,0.06,0.13,0.21,0.09,1.85,0.21
0.0198,0.0198,0.0381,0.09,0.21,0.3,0.12,1.79,0.18
0.0198,0.0198,0.0381,0.12,0.16,0.36,0.09,1.79,0.17
-71.5908,53.6187,120.737,0.09,0.12,0.27,0.09,1.82,0.17
0.0198,0.0198,0.0381,0.08,0.17,0.12,0.08,1.84,0.16
-69.4881,50.7622,119.7452,0.08,0.3,0.21,0.1,1.79,0.14
-69.131,51.516,120.5081,0.09,0.18,0.1,0.09,1.82,0.16
0.0198,0.0198,0.0381,0.09,0.09,0.28,0.18,1.81,0.16
0.0198,0.0198,0.0381,0.1,0.08,0.09,0.16,1.84,0.16
-64.5289,51.8334,120.6607,0.06,0.21,0.17,0.09,1.82,0.16
0.0198,0.0198,0.0381,0.1,0.16,0.48,0.06,1.72,0.14
0.0198,0.0198,0.0381,0.08,0.08,0.3,0.28,1.79,0.14
0.0198,0.0198,0.0381,0.12,0.16,0.09,0.06,1.84,0.14
-68.4169,55.0469,120.737,0.09,0.47,0.35,0.1,1.67,0.13
0.0198,0.0198,0.0381,0.12,0.06,0.53,0.16,1.71,0.13
0.0198,0.0198,0.0381,0.12,0.08,0.09,0.17,1.84,0.13
-68.8136,52.5872,121.8051,0.1,0.44,0.09,0.1,1.71,0.13
0.0198,0.0198,0.0381,0.12,0.27,0.49,0.09,1.68,0.13
-68.4169,52.9442,121.8814,0.09,0.1,0.23,0.36,1.79,0.14
0.0198,0.0198,0.0381,0.09,0.53,0.22,0.12,1.67,0.14
0.0198,0.0198,0.0381,0.13,0.09,0.62,0.23,1.62,0.14
0.0198,0.0198,0.0381,0.94,0.84,0.12,0.06,0.65,0.22
0.0198,0.0198,0.0381,0.13,0.05,1.5,0.41,0.66,0.26
-68.4962,52.9442,122.5681,0.25,0.06,0.19,0.27,1.77,0.21
-68.8136,51.516,122.2629,0.18,0.6,0.05,0.19,1.58,0.18
0.0198,0.0198,0.0381,0.04,0.13,0.27,0.54,1.7,0.18
-64.9653,51.1986,123.0259,0.34,0.06,0.16,0.5,1.66,0.16
-65.3223,50.4448,124.094,0.22,0.58,0.05,0.14,1.59,0.14
-66.7109,52.2698,120.6607,0.16,0.35,0.89,0.05,1.36,0.13
-63.8941,53.3013,123.7888,0.05,0.13,0.39,0.7,1.48,0.14
-66.3935,52.2698,124.7807,0.62,0.14,0.13,0.13,1.62,0.13
-69.1707,52.9442,123.4836,0.16,0.8,0.47,0.13,1.28,0.1
-68.4962,54.7295,123.5599,0.47,0.08,0.17,0.49,1.58,0.13
-68.4962,52.2698,124.6281,0.3,0.76,0.06,0.18,1.32,0.1
0.0198,0.0198,0.0381,0.82,0.14,0.19,0.13,1.36,0.13
0.0198,0.0198,0.0381,0.17,0.91,0.39,0.17,1.2,0.13
0.0198,0.0198,0.0381,1.49,0.35,0.03,0.01,0,0.14
0.0198,0.0198,0.0381,0.03,1.2,0.7,0.04,0,0.35
0.0198,0.0198,0.0381,0.03,1.24,0.75,0.06,0,0.16
0.0198,0.0198,0.0381,0.65,1.2,0.06,0.04,0.09,0.08
0.0198,0.0198,0.0381,0.05,0.32,1.62,0.06,0,0.1
-67.187,51.0002,115.0912,0.06,0.05,0.13,1.37,0.61,0.1
0.0198,0.0198,0.0381,0.04,1.26,0.57,0.05,0.56,0.12
-71.3924,54.8486,114.1756,0.82,0.05,0.04,0.79,0.92,0.12
0.0198,0.0198,0.0381,0.52,1.13,0.05,0.05,0.75,0.13
-71.1147,54.9279,113.7179,0.09,0.04,0.3,1.18,0.94,0.14
0.0198,0.0198,0.0381,0.13,0.19,0.67,0.19,1.63,0.43
0.0198,0.0198,0.0381,0.23,0.08,0.23,0.36,1.77,0.4
-71.5908,56.3958,114.2519,0.21,0.32,0.09,0.1,1.77,0.39
0.0198,0.0198,0.0381,0.12,0.41,0.47,0.16,1.7,0.36
-66.7109,49.4133,113.489,0.19,0.08,0.12,0.25,1.81,0.28
-67.0283,51.873,113.8705,0.16,0.23,0.13,0.08,1.81,0.28
-64.6082,53.6187,114.8623,0.09,0.18,0.4,0.09,1.8,0.27
-67.068,52.5872,114.9386,0.13,0.05,0.27,0.21,1.81,0.25
-69.4881,55.0469,115.3201,0.16,0.18,0.21,0.1,1.82,0.23
-69.5674,53.6187,115.3964,0.1,0.22,0.32,0.06,1.8,0.23
-70.5989,55.404,115.7015,0.09,0.14,0.34,0.12,1.81,0.23
0.0198,0.0198,0.0381,0.13,0.16,0.18,0.14,1.82,0.22
0.0198,0.0198,0.0381,0.14,0.27,0.25,0.06,1.8,0.23
-70.2419,54.6899,115.7778,0.06,0.14,0.31,0.12,1.82,0.23
0.0198,0.0198,0.0381,0.13,0.12,0.12,0.16,1.82,0.22
-68.1392,49.4133,116.9223,0.17,0.26,0.18,0.12,1.8,0.22
0.0198,0.0198,0.0381,0.1,0.16,0.35,0.13,1.8,0.23
0.0198,0.0198,0.0381,0.14,0.22,0.17,0.16,1.82,0.23
0.0198,0.0198,0.0381,0.17,0.22,0.45,0.06,1.75,0.23
-66.0365,54.7295,118.0667,0.14,0.16,0.1,0.16,1.82,0.23
-69.1707,54.3725,117.0748,0.18,0.44,0.35,0.13,1.68,0.21
-69.5674,52.6268,118.4482,0.19,0.22,0.57,0.08,1.67,0.22
0.0198,0.0198,0.0381,0.53,0.13,0.1,0.08,1.64,0.23
0.0198,0.0198,0.0381,0.09,0.21,0.41,0.14,1.81,0.38
-68.4962,51.1589,113.4127,0.18,0.13,0.22,0.26,1.84,0.39
-65.6397,51.1986,113.2601,0.12,0.08,0.28,0.28,1.84,0.45
-67.068,53.3013,112.8786,0.27,0.19,0.21,0.14,1.84,0.44
-67.068,55.0469,115.0149,0.12,0.1,0.32,0.26,1.84,0.43
-68.8533,52.5872,113.3364,0.23,0.25,0.21,0.19,1.81,0.38
0.0198,0.0198,0.0381,0.21,0.31,0.41,0.1,1.76,0.38
-69.1707,54.3725,114.0993,0.1,0.13,0.36,0.19,1.84,0.35
-70.9957,52.6268,115.7778,0.19,0.17,0.13,0.21,1.82,0.32
-69.1707,47.6677,114.4045,0.21,0.39,0.23,0.13,1.77,0.32
-69.1707,51.1986,115.3964,0.13,0.16,0.44,0.14,1.8,0.31
-66.0365,50.4448,115.1675,0.14,0.09,0.17,0.28,1.82,0.3
-67.068,49.0959,115.4726,0.22,0.3,0.09,0.16,1.79,0.3
0.0198,0.0198,0.0381,0.17,0.27,0.5,0.09,1.72,0.28
-64.2908,52.2698,116.2356,0.09,0.13,0.34,0.43,1.76,0.28
0.0198,0.0198,0.0381,0.25,0.14,0.1,0.16,1.82,0.27
-67.425,53.9757,116.6171,0.18,0.48,0.4,0.1,1.66,0.26
-68.1392,55.404,116.3119,0.12,0.12,0.61,0.23,1.67,0.26
-69.5674,56.4752,118.0667,0.16,0.06,0.12,0.28,1.82,0.25
0.0198,0.0198,0.0381,0.19,0.5,0.06,0.12,1.68,0.22
0.0198,0.0198,0.0381,0.13,0.38,0.63,0.08,1.57,0.22
-67.425,50.5241,119.1348,0.54,0.18,0.1,0.12,1.67,0.19
-68.4962,51.5953,118.4482,0.12,0.66,0.36,0.09,1.53,0.18
0.0198,0.0198,0.0381,0.09,0.1,0.61,0.39,1.59,0.18
-66.3935,49.0959,119.2111,0.43,0.06,0.12,0.41,1.67,0.17
0.0198,0.0198,0.0381,0.23,0.57,0.05,0.12,1.62,0.17
0.0198,0.0198,0.0381,0.13,0.26,0.82,0.05,1.46,0.16
-67.425,54.7295,121.0422,0.05,0.1,0.3,0.66,1.55,0.16
-68.1788,53.3013,120.6607,0.13,0.74,0.48,0.09,1.35,0.14
-69.6071,53.3013,120.8133,0.12,0.4,1.04,0.05,1.19,0.13
-68.8136,52.5872,117.5326,0.12,0.17,0.31,0.12,1.8,0.18
-69.5674,50.4448,116.6171,0.16,0.19,0.35,0.09,1.77,0.22
0.0198,0.0198,0.0381,0.14,0.27,0.26,0.13,1.79,0.25
-66.7109,51.1986,116.3882,0.13,0.13,0.4,0.18,1.77,0.25
0.0198,0.0198,0.0381,0.12,0.08,0.13,0.25,1.82,0.26
-68.4962,53.3013,116.6934,0.16,0.26,0.53,0.08,1.67,0.22
-69.5674,54.7295,118.0667,0.08,0.12,0.41,0.32,1.75,0.22
0.0198,0.0198,0.0381,0.84,0.05,0.17,0.19,1.42,0.35
-65.7191,52.2698,122.4155,0.44,0.08,0.16,0.79,1.4,0.27
-65.0446,52.6268,122.797,0.66,0.62,0.06,0.16,1.37,0.23
-66.7506,51.9524,120.1266,0.16,0.65,1.05,0.06,1.04,0.21
-67.5044,52.2698,121.3474,0.1,0.13,1.28,0.36,0.94,0.16
0.0198,0.0198,0.0381,0.57,0.06,0.16,0.83,1.22,0.14
-68.1788,49.0959,124.094,0.76,0.74,0.08,0.16,1,0.13
-67.8614,51.1986,122.4918,0.17,0.67,1.13,0.05,0.87,0.13
-66.7506,51.1986,124.8569,0.05,0.14,0.5,1.04,1.04,0.13
-65.0446,49.0959,124.6281,1.07,0.03,0.16,0.16,1.04,0.12
0.0198,0.0198,0.0381,0.16,1.16,0.28,0.13,0.92,0.12
-66.0761,53.3806,122.3392,0.12,0.16,1.35,0.43,0.76,0.12
0.0198,0.0198,0.0381,0.62,0.1,0.19,1.09,0.89,0.12
-63.9734,49.0959,126.154,0.82,0.74,0.09,0.19,0.91,0.12
-65.0446,52.7062,124.4755,0.22,0.71,1.27,0.06,0.57,0.1
0.0198,0.0198,0.0381,0.05,0.19,0.62,1.22,0.62,0.13
-65.4017,50.2068,126.6117,1.16,0.03,0.19,0.17,0.88,0.13
0.0198,0.0198,0.0381,0.21,1.33,0.31,0.17,0.56,0.12
-66.1555,52.3095,124.0177,0.16,0.21,1.5,0.44,0.41,0.13
-67.187,52.7062,125.8488,0.26,0.79,1.31,0.08,0.32,0.14
0.0198,0.0198,0.0381,0.06,0.21,0.66,1.24,0.57,0.17
